compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender,weight_change_percent,weight_change_significance,ITP,pubmed_id,LogP,TPSA,MolWt,NumHDonors,NumHAcceptors
Procaine,Rattus norvegicus,Wistar,4 mg/kg,,,21.2,S,,,Male,,,No,14246524,1.7673999999999999,55.56,236.315,1.0,4.0
Procaine,Rattus norvegicus,Wistar,4 mg/kg,,,17.3,S,,,Male,,,No,14246524,1.7673999999999999,55.56,236.315,1.0,4.0
Epitalon,Mus musculus,SHR,1 ug injection 5 consecutive days per month,3 months,until death,-5.0,NS,13.0,S,Female,0.0,NS,No,14501183,-3.1564999999999968,225.21999999999997,390.3490000000001,7.0,7.0
Phenformin,Mus musculus,C3H/Sn,2 mg oral gavage 5 times a week,3.5 months,until death,21.0,S,28.0,S,Female,,,No,14618027,-0.18279999999999952,102.77999999999999,205.265,3.0,1.0
Buformin,Rattus norvegicus,LIO,5 mg/day,,,7.0,S,5.5,,Female,,,No,14618027,-0.6253999999999984,102.77999999999999,157.22099999999998,3.0,1.0
Vitamin E,Paramecium tetraurelia,,10000 mg/L,,,,S,,,Unknown,,,No,14706234,8.840260000000002,29.46,430.7170000000002,1.0,2.0
Vitamin E,Paramecium tetraurelia,,1000 mg/L,,,49.51,S,,,Unknown,,,No,14706234,8.840260000000002,29.46,430.7170000000002,1.0,2.0
Vitamin E,Paramecium tetraurelia,,100 mg/L,,,28.18,NS,,,Unknown,,,No,14706234,8.840260000000002,29.46,430.7170000000002,1.0,2.0
Vitamin E,Paramecium tetraurelia,,10 mg/L,,,-6.85,NS,,,Unknown,,,No,14706234,8.840260000000002,29.46,430.7170000000002,1.0,2.0
Coenzyme Q10,Caenorhabditis elegans,N2,150 µg/ml,,,9.0,S,,,Unknown,,,No,14706236,17.853899999999975,52.60000000000001,863.3649999999994,0.0,4.0
Coenzyme Q10,Caenorhabditis elegans,N2,150 µg/ml,,,18.0,S,,,Unknown,,,No,14706236,17.853899999999975,52.60000000000001,863.3649999999994,0.0,4.0
Vitamin E,Caenorhabditis elegans,N2,400 µg/ml,,,11.0,S,,,Unknown,,,No,14706236,8.840260000000002,29.46,430.7170000000002,1.0,2.0
Coenzyme Q10,Caenorhabditis elegans,N2,50 µg/ml,,,6.0,S,,,Unknown,,,No,14706236,17.853899999999975,52.60000000000001,863.3649999999994,0.0,4.0
Coenzyme Q10,Mus musculus,B6C3F1,100 ppm food,14 months,until death,0.0,NS,0.0,NS,Male,0.0,NS,No,15059645,17.853899999999975,52.60000000000001,863.3649999999994,0.0,4.0
Alpha-lipoic acid,Mus musculus,B6C3F1,600 ppm food,14 months,until death,0.0,NS,0.0,NS,Male,0.0,NS,No,15059645,2.785100000000001,37.3,206.33199999999994,1.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,100 µm,,,20.0,S,,,Female,,,No,15254550,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,100 µm,,,16.0,S,,,Male,,,No,15254550,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Caenorhabditis elegans,N2,100 µm,,,10.0,S,,,Unknown,,,No,15254550,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Fisetin,Drosophila melanogaster,Canton S,100 µm,,,23.0,S,,,Unknown,,,No,15254550,2.282400000000001,111.13000000000001,286.239,4.0,6.0
Alpha-lipoic acid,Drosophila melanogaster,Canton S,0.01%,,,12.0,,5.0,,Female,,,No,15328413,2.785100000000001,37.3,206.33199999999994,1.0,3.0
Trichostatin A,Drosophila melanogaster,Canton S, 10 µM,,,27.3,S,37.9,,Female,,,No,15346199,2.579300000000001,69.64,302.374,2.0,4.0
Trichostatin A,Drosophila melanogaster,Canton S, 10 µM,,,23.3,S,37.0,,Male,,,No,15346199,2.579300000000001,69.64,302.374,2.0,4.0
"3,3'-thiodipropionic acid",Asplanchna brightwelli,clone 4B61,2 mM,,,16.4,S,,,Unknown,,,No,15374519,0.6689999999999999,74.6,178.209,2.0,3.0
Vitamin E,Asplanchna brightwelli,clone 4B61,3 mM,,,24.5,S,,,Unknown,,,No,15374519,8.840260000000002,29.46,430.7170000000002,1.0,2.0
Vitamin E,Asplanchna brightwelli,clone 4B61,3 mM,,,16.4,S,6.7,,Unknown,,,No,15374519,8.840260000000002,29.46,430.7170000000002,1.0,2.0
"3,3'-thiodipropionic acid",Asplanchna brightwelli,clone 4B61,2 mM,,,10.0,S,0.0,,Unknown,,,No,15374519,0.6689999999999999,74.6,178.209,2.0,3.0
"2,4-dinitrophenol",Saccharomyces cerevisiae,W303-1A,10 nM,,,14.71,S,,,Unknown,,,No,15383542,1.2086000000000003,106.51,184.10699999999997,1.0,5.0
Galactose,Drosophila melanogaster,,6.50%,,,-15.9,S,-17.1,,Female,,,No,15547319,-3.2213999999999987,110.38000000000001,180.156,5.0,6.0
Galactose,Musca domestica,,20 mg/ml,,,-19.8,S,-21.9,,Female,,,No,15547319,-3.2213999999999987,110.38000000000001,180.156,5.0,6.0
Galactose,Drosophila melanogaster,,6.50%,,,-12.6,S,-12.9,,Male,,,No,15547319,-3.2213999999999987,110.38000000000001,180.156,5.0,6.0
Galactose,Musca domestica,,20 mg/ml,,,-27.1,S,-27.1,,Male,,,No,15547319,-3.2213999999999987,110.38000000000001,180.156,5.0,6.0
Aurintricarboxylic acid,Drosophila melanogaster,Oregon R,0.5 mM,,,15.0,,0.0,,Male,,,No,15621204,2.4460000000000006,169.43,422.34500000000014,5.0,6.0
Trimethadione,Caenorhabditis elegans,N2,4 mg/ml,,,47.0,S,57.0,,Unknown,,,No,15653505,0.37360000000000004,46.61,143.14199999999997,0.0,3.0
Trimethadione,Caenorhabditis elegans,N2,4 mg/ml,,,41.0,S,23.0,,Unknown,,,No,15653505,0.37360000000000004,46.61,143.14199999999997,0.0,3.0
Trimethadione,Caenorhabditis elegans,N2,4 mg/ml,,,39.0,S,33.0,,Unknown,,,No,15653505,0.37360000000000004,46.61,143.14199999999997,0.0,3.0
Trimethadione,Caenorhabditis elegans,N2,4 mg/ml,,,-7.0,NS,-10.0,,Unknown,,,No,15653505,0.37360000000000004,46.61,143.14199999999997,0.0,3.0
Trimethadione,Caenorhabditis elegans,N2,4 mg/ml,,,24.0,S,29.0,,Unknown,,,No,15653505,0.37360000000000004,46.61,143.14199999999997,0.0,3.0
Ethosuximide,Caenorhabditis elegans,N2,2 mg/ml,,,13.0,S,24.0,,Unknown,,,No,15653505,0.4492,46.17,141.17,1.0,2.0
Ethosuximide,Caenorhabditis elegans,N2,4 mg/ml,,,17.0,S,22.0,,Unknown,,,No,15653505,0.4492,46.17,141.17,1.0,2.0
Ethosuximide,Caenorhabditis elegans,N2,4 mg/ml,,,14.0,S,-2.0,,Unknown,,,No,15653505,0.4492,46.17,141.17,1.0,2.0
Ethosuximide,Caenorhabditis elegans,N2,4 mg/ml,,,35.0,S,37.0,,Unknown,,,No,15653505,0.4492,46.17,141.17,1.0,2.0
"3,3-diethyl-2-pyrrolidinone",Caenorhabditis elegans,N2,2 mg/ml,,,31.0,S,49.0,,Unknown,,,No,15653505,1.3127,29.1,141.214,1.0,1.0
Resveratrol,Saccharomyces cerevisiae,W303R,100 mg/ml,,,0.0,NS,,,Unknown,,,No,15684413,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Saccharomyces cerevisiae,PSY316,100 mg/ml,,,0.0,NS,,,Unknown,,,No,15684413,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Saccharomyces cerevisiae,BY4741,100 mg/ml,,,0.0,NS,,,Unknown,,,No,15684413,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Trichostatin A,Drosophila melanogaster,Canton S,10 µmol/L,,,15.6,,,,Female,,,No,15695762,2.579300000000001,69.64,302.374,2.0,4.0
Resveratrol,Caenorhabditis elegans,N2,0.1 mM,,,9.3,S,,,Unknown,,,No,16256736,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Caenorhabditis elegans,N2,1 mM,,,17.8,S,,,Unknown,,,No,16256736,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Caenorhabditis elegans,N2,0.5 mM,,,14.0,S,,,Unknown,,,No,16256736,2.973800000000002,60.69,228.24699999999999,3.0,3.0
"2,4-dinitrophenol",Drosophila melanogaster,Oregon R,0.008,,,20.2,,0.0,,Unknown,,,No,16266268,1.2086000000000003,106.51,184.10699999999997,1.0,5.0
Dauer-inducing Pheromone,Caenorhabditis elegans,N2,10% in food,,,26.7,,,,Unknown,,,No,16377915,,,,,
Dauer-inducing Pheromone,Caenorhabditis elegans,N2,5% in food,,,13.3,,,,Unknown,,,No,16377915,,,,,
Ampicillin,Caenorhabditis elegans,fem-1(hc17),100 µg/ml,,,34.0,S,,,Unknown,,,No,16441844,0.3180999999999994,112.73,349.4120000000001,3.0,5.0
Vaccinium angustifolium extract,Caenorhabditis elegans,fem-1(hc17),1.5 mg/mL,,,37.0,S,,,Unknown,,,No,16441844,,,,,
Resveratrol,Nothobranchius furzeri,Gonarezhou,600 µg/g food,,,56.0,S,59.0,,Unknown,,,No,16461283,2.973800000000002,60.69,228.24699999999999,3.0,3.0
L-deprenyl,Rattus norvegicus,F344/DuCrj,0.25 mg/kg. 3 times a week,,,6.7,S,,,Female,,,No,16463106,2.1826,3.24,187.28599999999994,0.0,1.0
L-deprenyl,Rattus norvegicus,F344/DuCrj,0.25 mg/kg. 3 times a week,,,8.1,S,,,Male,,,No,16463106,2.1826,3.24,187.28599999999994,0.0,1.0
Erythorbic acid,Drosophila melanogaster,Oregon,58.3 mg/mL,,,14.22,S,,,Male,,,No,16591414,-1.4073999999999995,107.22000000000001,176.124,4.0,6.0
Erythorbic acid,Drosophila melanogaster,Oregon,58.3 mg/mL,,,3.94,S,,,Female,,,No,16591414,-1.4073999999999995,107.22000000000001,176.124,4.0,6.0
Erythorbic acid,Drosophila melanogaster,Oregon,58.3 mg/mL,,,17.28,S,,,Female,,,No,16591414,-1.4073999999999995,107.22000000000001,176.124,4.0,6.0
Erythorbic acid,Drosophila melanogaster,Oregon,58.3 mg/mL,,,9.44,S,,,Male,,,No,16591414,-1.4073999999999995,107.22000000000001,176.124,4.0,6.0
Erythorbic acid,Drosophila melanogaster,Oregon,58.3 mg/mL,,,-5.46,NS,,,Female,,,No,16591414,-1.4073999999999995,107.22000000000001,176.124,4.0,6.0
Erythorbic acid,Drosophila melanogaster,Oregon,58.3 mg/mL,,,-14.96,S,,,Male,,,No,16591414,-1.4073999999999995,107.22000000000001,176.124,4.0,6.0
Erythorbic acid,Drosophila melanogaster,Oregon,58.3 mg/mL,,,-67.84,S,,,Female,,,No,16591414,-1.4073999999999995,107.22000000000001,176.124,4.0,6.0
Erythorbic acid,Drosophila melanogaster,Oregon,58.3 mg/mL,,,-71.57,S,,,Male,,,No,16591414,-1.4073999999999995,107.22000000000001,176.124,4.0,6.0
Ginkgo biloba extract,Caenorhabditis elegans,N2,100 µg/ml,,,8.0,,,,Unknown,,,No,16872777,,,,,
Tocotrienol,Caenorhabditis elegans,N2,,,,20.0,,,,Unknown,,,No,16872777,7.675300000000008,29.46,382.5880000000001,1.0,2.0
Tamarixetin,Caenorhabditis elegans,,,,,28.0,,,,Unknown,,,No,16872777,2.2910000000000013,120.36000000000001,316.26499999999993,4.0,7.0
Resveratrol,Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,,,33.9,S,,,Unknown,,,No,17156081,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,,,41.6,S,,,Unknown,,,No,17156081,2.973800000000002,60.69,228.24699999999999,3.0,3.0
"3,5-dihydroxy-4'-ethyl-trans-stilbene",Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,,,51.5,S,,,Unknown,,,No,17156081,,,,,
"3,5-dihydroxy-4'-thiomethyl-trans-stilbene",Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,,,22.7,S,,,Unknown,,,No,17156081,,,,,
"3,5-dihydroxy-4'-acetoxy-trans-stilbene",Saccharomyces cerevisiae,PSY316ATÎ±,10 µM,,,68.2,S,,,Unknown,,,No,17156081,,,,,
Epigallocatechin-3-gallate,Caenorhabditis elegans,N2,25 µM,,,4.8,NS,4.8,,Unknown,,,No,17156833,2.2332000000000014,197.36999999999998,458.37500000000017,8.0,11.0
Alpha-lipoic acid,Caenorhabditis elegans,N2,24 µM,,,24.2,S,14.3,,Unknown,,,No,17156833,2.785100000000001,37.3,206.33199999999994,1.0,3.0
Vitamin E,Drosophila melanogaster,Canton S,100 µg/ml,,,2.0,S,,,Female,,,No,17169403,8.840260000000002,29.46,430.7170000000002,1.0,2.0
Vitamin E,Caenorhabditis elegans,N2,20 µg/mL,,,16.6,S,0.0,,Unknown,,,No,17169403,8.840260000000002,29.46,430.7170000000002,1.0,2.0
Vitamin E,Caenorhabditis elegans,N2,200 µg/mL,,,20.6,S,0.0,,Unknown,,,No,17169403,8.840260000000002,29.46,430.7170000000002,1.0,2.0
Gamma-tocopherol,Caenorhabditis elegans,fem-1(hc17),200 µg/ml,,,21.0,S,,,Unknown,,,No,17169403,8.531840000000003,29.46,416.6900000000003,1.0,2.0
Gamma-tocopherol,Caenorhabditis elegans,fem-1(hc17),20 µg/ml,,,17.0,S,,,Unknown,,,No,17169403,8.531840000000003,29.46,416.6900000000003,1.0,2.0
Pregnenolone,Caenorhabditis elegans,N2,60 µg/mL,,,20.0,S,,,Unknown,,,No,17266678,4.515300000000004,37.3,316.48500000000007,1.0,2.0
4-dafachronic acid,Caenorhabditis elegans,N2,250 nM,,,16.6,S,28.0,,Unknown,,,No,17360327,,,,,
4-dafachronic acid,Caenorhabditis elegans,N2,250 nM,,,0.0,S,2.6,,Unknown,,,No,17360327,,,,,
Creatine,Mus musculus,C57BL/6J,10000 ppm food,12 months,until death,9.0,S,3.0,S,Female,,,No,17416441,-1.1037299999999988,90.41000000000001,131.13499999999996,3.0,2.0
Green tea extract,Drosophila melanogaster,Oregon-R-C,1 mg/ml,,,5.9,S,5.3,,Unknown,,,No,17440995,,,,,
Green tea extract,Drosophila melanogaster,Oregon-R-C,10 mg/ml,,,15.7,S,5.3,,Unknown,,,No,17440995,,,,,
Green tea extract,Drosophila melanogaster,Oregon-R-C,5 mg/ml,,,7.8,S,5.3,,Unknown,,,No,17440995,,,,,
Resveratrol,Caenorhabditis elegans,N2,50 µM,,,50.8,S,29.2,,Unknown,,,No,17460219,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Nicotinamide riboside,Saccharomyces cerevisiae,BY4741,10 µM,,,20.0,NS,,,Unknown,,,No,17482543,-2.315499999999998,116.89,255.24999999999994,4.0,5.0
Tetrahydrocurcumin,Mus musculus,C57BL/6JHsd,2000 ppm food,13 months,until death,11.0,S,6.0,S,Male,-5.0,S,No,17516143,3.2087000000000026,93.06000000000002,372.41700000000003,2.0,6.0
Green tea extract,Mus musculus,C57BL/6JHsd,80 ppm water,13 months,until death,6.0,S,1.0,NS,Male,,,No,17516143,,,,,
Tetrahydrocurcumin,Mus musculus,C57BL/6JHsd,2000 ppm food,19 months,until death,3.0,NS,6.0,NS,Male,-5.0,S,No,17516143,3.2087000000000026,93.06000000000002,372.41700000000003,2.0,6.0
Losartan,Rattus norvegicus,Wistar,30 mg/kg/day,,,19.32,S,,,Unknown,,,No,17557916,4.2668000000000035,92.51,422.9200000000001,2.0,6.0
Enalapril,Rattus norvegicus,Wistar,10 mg/kg/day,,,21.36,S,,,Male,,,No,17557916,1.6046,95.94000000000001,376.45300000000026,2.0,5.0
Resveratrol,Drosophila melanogaster,Dahomey,10 µM,,,0.0,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,1000 µM,,,-2.8,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,200 µM,,,-1.4,S,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,32 µM,,,0.0,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,100 µM,,,-1.4,S,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,1 µM,,,15.2,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,1 µM,,,1.4,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,3.2 µM,,,2.8,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,1000 µM,,,3.0,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,200 µM,,,12.1,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,100 µM,,,0.0,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,32 µM,,,9.1,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,200 µM,,,-7.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,10 µM,,,15.2,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,3.2 µM,,,-3.0,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,1000 µM,,,-7.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,100 µM,,,-3.7,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,10 µM,,,0.0,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,32 µM,,,-7.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,3.2 µM,,,-7.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,200 µM,,,0.0,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,1000 µM,,,6.9,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,32 µM,,,-3.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,1 µM,,,-3.7,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,100 µM,,,-3.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,10 µM,,,3.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,3.2 µM,,,-3.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,1000 µM,,,-5.6,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,100 µM,,,2.8,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,1 µM,,,6.9,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,200 µM,,,-2.8,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,32 µM,,,-2.8,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,10 µM,,,-5.6,S,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,1 µM,,,0.0,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,1 µM,,,-5.6,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Dahomey,3.2 µM,,,-2.8,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,1000 µM,,,-2.0,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,2.0,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,32 µM,,,-2.0,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,100 µM,,,0.0,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,3.2 µM,,,8.2,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,10 µM,,,0.0,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,100 µM,,,0.0,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,1000 µM,,,4.5,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,-4.5,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,32 µM,,,9.1,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,10 µM,,,-4.5,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,0.0,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,3.2 µM,,,4.5,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,1000 µM,,,-8.3,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,1 µM,,,-6.8,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,100 µM,,,2.8,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,3.2 µM,,,-2.8,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,32 µM,,,-13.9,S,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,1 µM,,,2.8,NS,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,10 µM,,,-8.3,S,,,Male,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,1000 µM,,,-3.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,-3.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,32 µM,,,-15.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,10 µM,,,-7.7,S,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,3.2 µM,,,0.0,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,3.2 µM,,,-3.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,1 µM,,,0.0,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,1000 µM,,,3.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,200 µM,,,0.0,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,100 µM,,,-3.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,32 µM,,,-3.4,S,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,1 µM,,,-3.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Drosophila melanogaster,Canton S,10 µM,,,-3.4,NS,,,Female,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Caenorhabditis elegans,N2,100 µM,,,3.4,NS,,,Unknown,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Caenorhabditis elegans,N2,100 µM,,,7.5,S,,,Unknown,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Caenorhabditis elegans,N2,100 µM,,,8.1,NS,,,Unknown,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Resveratrol,Caenorhabditis elegans,N2,100 µM,,,7.4,S,,,Unknown,,,No,17875315,2.973800000000002,60.69,228.24699999999999,3.0,3.0
Glucose,Caenorhabditis elegans,N2,50 mM,,,-7.75,S,-0.9,,Unknown,,,No,17908557,-3.2213999999999987,110.38000000000001,180.156,5.0,6.0
2-deoxy-D-glucose,Caenorhabditis elegans,N2,5 mM,,,12.93,S,56.49,,Unknown,,,No,17908557,-2.3496,97.99000000000001,164.157,4.0,5.0
Lithium Chloride,Caenorhabditis elegans,N2,10 mM,,,36.0,S,,,Unknown,,,No,17959600,-5.992,0.0,42.394000000000005,0.0,0.0
