compound_name,species,strain,dosage,age_at_initiation,treatment_duration,avg_lifespan_change_percent,avg_lifespan_significance,max_lifespan_change_percent,max_lifespan_significance,gender,weight_change_percent,weight_change_significance,ITP,pubmed_id,dosage_value,dose_g_per_L,dose_g_per_kg,dose_iu,dose_mg,dose_mg_per_100ml,dose_mg_per_L,dose_mg_per_kg,dose_mg_per_ml,dose_missing,dose_molarity,dose_ng_per_ml,dose_percent,dose_ppm,dose_unknown,dose_µg_per_ml
Ethanol,Drosophila mojavensis,A428,4%,,,-3.89,,,,Female,,,No,13369,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ethanol,Drosophila mojavensis,A428,2%,,,21.72,,,,Female,,,No,13369,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ethanol,Drosophila mojavensis,A420,4%,,,95.7,,,,Male,,,No,13369,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ethanol,Drosophila mojavensis,A420,2%,,,69.19,,,,Male,,,No,13369,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ethanol,Drosophila mojavensis,A420,4%,,,88.55,,,,Female,,,No,13369,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ethanol,Drosophila mojavensis,A420,2%,,,89.09,,,,Female,,,No,13369,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ethanol,Drosophila mojavensis,A350,4%,,,21.75,,,,Male,,,No,13369,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ethanol,Drosophila mojavensis,A350,4%,,,28.42,,,,Female,,,No,13369,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ethanol,Drosophila mojavensis,A350,2%,,,59.55,,,,Male,,,No,13369,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Ethanol,Drosophila mojavensis,A350,2%,,,57.65,,,,Female,,,No,13369,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.0001 mM,,,2.3,NS,,,Male,,,No,98863,1.0000000000000001e-07,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.001 mM,,,1.4,NS,,,Male,,,No,98863,1e-06,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.01 mM,,,-1.15,NS,,,Male,,,No,98863,1e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.1 mM,,,-0.85,NS,,,Male,,,No,98863,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.0001 mM,,,-2.3,NS,,,Male,,,No,98863,1.0000000000000001e-07,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.001 mM,,,4.7,NS,,,Male,,,No,98863,1e-06,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.01 mM,,,3.4,NS,,,Male,,,No,98863,1e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,0.1 mM,,,4.5,NS,,,Male,,,No,98863,0.0001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Diethylhydroxylamine,Drosophila melanogaster,Oregon-R,1 mM,,,0.0,NS,,,Male,,,No,98863,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2-Selenium-bridged-beta-cyclodextrin,Caenorhabditis elegans,N2,5 mM,,,8.69,S,4.76,,Unknown,,,No,101039,0.005,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2-Selenium-bridged-beta-cyclodextrin,Caenorhabditis elegans,N2,0.5 mM,,,7.24,S,4.76,,Unknown,,,No,101039,0.0005,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lactic acid,Drosophila melanogaster,Oregon R,0.25M,,,15.4,,,,Male,,,No,110607,0.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tartaric acid,Drosophila melanogaster,Oregon R,0.01M,,,6.0,,,,Male,,,No,110607,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tartaric acid,Drosophila melanogaster,Oregon R,0.1M,,,-72.0,,,,Male,,,No,110607,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tartaric acid,Drosophila melanogaster,Oregon R,0.001 M,,,0.0,,,,Unknown,,,No,110607,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lactic acid,Drosophila melanogaster,Oregon R,0.1M,,,15.5,,,,Male,,,No,110607,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lactic acid,Drosophila melanogaster,Oregon R,0.01M,,,12.0,,,,Male,,,No,110607,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lactic acid,Drosophila melanogaster,Oregon R,0.001 M,,,8.0,,,,Unknown,,,No,110607,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lactic acid,Drosophila melanogaster,Oregon R,0.1M,,,14.0,,,,Male,,,No,110607,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lactic acid,Drosophila melanogaster,Oregon R,0.001 M,,,3.6,,,,Unknown,,,No,110607,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lactic acid,Drosophila melanogaster,Oregon R,0.01M,,,3.6,,,,Male,,,No,110607,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.01 M,,,7.2,,,,Male,,,No,110607,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.25 M,,,22.2,,,,Male,,,No,110607,0.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lactic acid,Drosophila melanogaster,Oregon R,1 M,,,-32.7,,,,Unknown,,,No,110607,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lactic acid,Drosophila melanogaster,Oregon R,0.5M,,,-1.9,,,,Male,,,No,110607,0.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,,,14.3,,,,Male,,,No,110607,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,,,20.8,,,,Male,,,No,110607,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,,,12.3,,,,Male,,,No,110607,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.5 M,,,9.3,,,,Male,,,No,110607,0.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.01 M,,,5.3,,,,Male,,,No,110607,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.01M 2x/week,,,3.8,,,,Male,,,No,110607,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.25M 2x/week,,,3.8,,,,Male,,,No,110607,0.25,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.5M 2x/week,,,0.0,,,,Male,,,No,110607,0.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.001 M,,,-1.8,,,,Male,,,No,110607,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Calcium lactate,Drosophila melanogaster,Oregon R,0.1 M,,,-66.1,,,,Male,,,No,110607,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.001 M,,,0.0,,,,Male,,,No,110607,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.01 M,,,0.0,,,,Male,,,No,110607,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,0.1 M,,,-5.2,,,,Male,,,No,110607,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Gluconic acid,Drosophila melanogaster,Oregon R,1 M,,,-9.3,,,,Male,,,No,110607,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Calcium lactate,Drosophila melanogaster,Oregon R,0.001 M,,,1.8,,,,Male,,,No,110607,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Calcium gluconate,Drosophila melanogaster,Oregon R,0.1 M,,,-56.6,,,,Male,,,No,110607,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Calcium lactate,Drosophila melanogaster,Oregon R,0.01 M,,,-10.7,,,,Male,,,No,110607,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Calcium gluconate,Drosophila melanogaster,Oregon R,0.01 M,,,-13.2,,,,Male,,,No,110607,0.01,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Calcium gluconate,Drosophila melanogaster,Oregon R,0.001 M,,,-3.7,,,,Male,,,No,110607,0.001,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
magnesium L-thiazolidine-4-carboxylate,Drosophila melanogaster,Oregon-R,0.20%,,,16.0,S,17.0,,Male,,,No,118043,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
sodium L-thiazolidine-4-carboxylate,Drosophila melanogaster,Oregon-R,0.20%,,,8.0,S,4.0,,Male,,,No,118043,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Nitrosodimethylurea,Drosophila melanogaster,D32,0.00%,,,-37.0,S,-33.0,,Male,,,No,119648,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Nitrosodimethylurea,Drosophila melanogaster,D32,0.00%,,,-2.94,NS,0.0,,Female,,,No,119648,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,R(1)2 yy/y+Y,0.01%,,,22.0,S,17.0,,Male,,,No,119648,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,R(1)2 yy/y+Y,0.10%,,,15.0,S,10.0,,Male,,,No,119648,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,R(1)2 yy/y+Y,0.01%,,,2.28,NS,13.63,,Female,,,No,119648,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,R(1)2 yy/y+Y,0.10%,,,-10.0,NS,-9.09,,Female,,,No,119648,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,D32,0.01%,,,20.4,S,12.4,,Male,,,No,119648,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,D32,0.10%,,,14.3,S,-2.73,,Male,,,No,119648,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,D32,0.01%,,,18.0,S,2.32,,Female,,,No,119648,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2-Ethyl-6-methylpyridin-3-ol hydrochloride,Drosophila melanogaster,D32,0.10%,,,23.0,S,21.0,,Female,,,No,119648,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Phenobarbital,Rattus norvegicus,Sprague Dawley,2 mg/kg/week,,,-9.57,S,,,Female,,,No,132031,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Phenobarbital,Rattus norvegicus,Sprague Dawley,2 mg/kg/week,,,-16.66,S,,,Male,,,No,132031,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Nicotine,Rattus norvegicus,Sprague Dawley,2 mg/kg/week,,,-8.51,S,,,Female,,,No,132031,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Nicotine,Rattus norvegicus,Sprague Dawley,2 mg/kg/week,,,-11.45,S,,,Male,,,No,132031,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pilocarpine,Rattus norvegicus,Sprague Dawley,30 mg/kg/week,,,-12.76,NS,,,Female,,,No,132031,30.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pilocarpine,Rattus norvegicus,Sprague Dawley,30 mg/kg/week,,,-8.33,NS,,,Male,,,No,132031,30.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Atropine,Rattus norvegicus,Sprague Dawley,6 mg/kg/week,,,-5.31,NS,,,Female,,,No,132031,6.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Atropine,Rattus norvegicus,Sprague Dawley,6 mg/kg/week,,,-8.33,NS,,,Male,,,No,132031,6.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Cyclophosphamide,Rattus norvegicus,Sprague Dawley,4 mg/kg/week,,,-9.57,S,,,Female,,,No,132031,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Cyclophosphamide,Rattus norvegicus,Sprague Dawley,4 mg/kg/week,,,-9.37,S,,,Male,,,No,132031,4.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Amethopterin,Rattus norvegicus,Sprague Dawley,37.5 mg/kg/week,,,7.44,NS,,,Female,,,No,132031,37.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Amethopterin,Rattus norvegicus,Sprague Dawley,0.625 mg/kg/week,,,-6.25,NS,,,Male,,,No,132031,0.625,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Hydrocortisone,Rattus norvegicus,Sprague Dawley,37.5 mg/kg/week,,,2.12,NS,,,Female,,,No,132031,37.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Hydrocortisone,Rattus norvegicus,Sprague Dawley,37.5 mg/kg/week,,,-2.08,NS,,,Male,,,No,132031,37.5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Floxuridine,Caenorhabditis elegans,N2,50000 μM,,,-18.66,S,,,Hermaphrodite,,,No,153363,0.049999999999999996,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Floxuridine,Caenorhabditis elegans,N2,6000 μM,,,-2.66,NS,,,Hermaphrodite,,,No,153363,0.006,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Floxuridine,Caenorhabditis elegans,N2,400 μM,,,6.66,S,,,Hermaphrodite,,,No,153363,0.00039999999999999996,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Floxuridine,Caenorhabditis elegans,N2,400 μM,,,38.86,S,,,Hermaphrodite,,,No,153363,0.00039999999999999996,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Hydrogen iodide,Drosophila melanogaster,Oregon-R,4 μM,,,-6.9,,,,Male,,,No,412727,4e-06,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Hydrogen iodide,Drosophila melanogaster,Oregon-R,0.4 μM,,,-5.2,,,,Male,,,No,412727,4e-07,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Iodine,Drosophila melanogaster,Oregon-R,4000 μM,,,3.9,,,,Male,,,No,412727,0.004,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Iodine,Drosophila melanogaster,Oregon-R,400 μM,,,1.9,,,,Male,,,No,412727,0.00039999999999999996,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Iodine,Drosophila melanogaster,Oregon-R,40 μM,,,5.9,,,,Male,,,No,412727,3.9999999999999996e-05,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Iodine,Drosophila melanogaster,Oregon-R,4 μM,,,,,,,Male,,,No,412727,4e-06,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Iodine,Drosophila melanogaster,Oregon-R,0.4 μM,,,-3.8,,,,Male,,,No,412727,4e-07,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Iodine,Drosophila melanogaster,Oregon-R,0.04 μM,,,-1.9,,,,Male,,,No,412727,4e-08,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Iodoform,Drosophila melanogaster,Oregon-R,0.1 µg/mL,,,-15.3,,,,Male,,,No,412727,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Iodoform,Drosophila melanogaster,Oregon-R,0.01 µg/mL	,,,-1.9,,,,Male,,,No,412727,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Iodoform,Drosophila melanogaster,Oregon-R,0.001 µg/mL,,,-1.9,,,,Male,,,No,412727,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Diiodomethane,Drosophila melanogaster,Oregon-R,0.1 µg/mL,,,14.5,S,,,Male,,,No,412727,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Diiodomethane,Drosophila melanogaster,Oregon-R,1 µg/mL,,,14.5,S,,,Male,,,No,412727,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Diiodomethane,Drosophila melanogaster,Oregon-R,10 µg/mL,,,29.3,S,,,Male,,,No,412727,0.00019999999999999998,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2.6 months,until death,25.0,S,0.0,NS,Female,,,No,448040,7500.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2.6 months,until death,30.0,S,0.0,NS,Male,,,No,448040,7500.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2 months,until death,14.0,S,0.0,NS,Female,,,No,448040,7500.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2 months,until death,22.0,S,0.0,NS,Male,,,No,448040,7500.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2 months,2.6 months,8.0,S,0.0,NS,Female,,,No,448040,7500.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Butylated hydroxytoluene,Mus musculus,BaLB/c,7500 ppm food,2 months,2.6 months,6.0,NS,0.0,NS,Male,,,No,448040,7500.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ginseng extract,Mus musculus,LACa,40 ppm/day,2 months,until death,-2.0,NS,0.0,NS,Male,,,No,571386,40.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ginseng extract,Mus musculus,LACa,40 ppm/day,2 months,until death,9.0,NS,2.0,NS,Female,,,No,571386,40.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ginseng extract,Mus musculus,LACa,40 ppm/day,12 months,until death,3.0,NS,14.0,NS,Female,,,No,571386,40.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Ginseng extract,Mus musculus,LACa,40 ppm/day,12 months,until death,-2.0,NS,11.0,NS,Male,,,No,571386,40.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pineal gland extract,Rattus norvegicus,,"0.5 mg, 5 times a week",,,25.0,S,,,Female,,,No,575333,0.5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
